App,Package,Start Time,Duration,Filename
"System",,"Jun 1, 2018 @ 02:52:43 PM","1 min 30 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
51322,1,51416,1873176,51415,0,51431,26,
51431,1,51513,1873124,51512,0,51519,35,
51520,1,51616,1873184,51615,0,51625,30,
51626,1,51717,1873152,51715,0,51725,35,
51726,1,51814,1873212,51813,0,51824,27,
51825,1,51915,1873292,51914,0,51925,20,
51925,1,52017,1873208,52014,0,52024,31,
52025,1,52116,1873320,52115,0,52125,23,
52126,1,52217,1873268,52215,0,52226,30,
52226,1,52318,1873320,52316,0,52331,26,
52336,1,52416,1873040,52415,0,52421,25,
52422,1,52519,1873092,52517,0,52527,10,
52528,1,52619,1873152,52617,0,52628,11,
52629,1,52718,1873100,52717,0,52724,21,
52724,1,52822,1873152,52819,0,52840,21,
52840,1,52920,1872964,52918,0,52935,27,
52936,1,53019,1873032,53018,0,53025,15,
53025,1,53120,1873152,53119,0,53143,24,
53143,1,53220,1872896,53219,0,53226,32,
53227,1,53320,1872824,53319,0,53328,20,
53328,1,53421,1872936,53420,0,53429,26,
53429,1,53523,1873060,53520,0,53535,28,
53535,1,53622,1873060,53621,0,53630,29,
53630,1,53723,1873184,53721,0,53729,23,
53729,1,53823,1873184,53823,0,53834,23,
53835,1,53925,1872964,53922,0,53930,34,
53931,1,54024,1873020,54022,0,54034,31,
54034,1,54124,1873080,54123,0,54132,26,
54132,1,54224,1872976,54223,0,54230,30,
54230,1,54326,1873036,54324,0,54360,22,
54361,1,54426,1872984,54424,0,54432,44,
54432,1,54527,1872984,54525,0,54543,25,
54543,1,54627,1873040,54625,0,54640,27,
54640,1,54730,1873060,54726,0,54744,25,
54744,1,54830,1873060,54827,0,54855,16,
54855,1,54928,1873164,54927,0,54935,35,
54935,1,55029,1873164,55027,0,55037,26,
55037,1,55129,1873288,55127,0,55137,25,
55138,1,55229,1873288,55228,0,55238,25,
55239,1,55329,1873412,55328,0,55339,25,
55339,1,55430,1873536,55428,0,55452,30,
55453,1,55529,1873288,55528,0,55536,43,
55537,1,55630,1873288,55629,0,55641,24,
55642,1,55730,1873288,55729,0,55740,29,
55740,1,55833,1873412,55832,0,55841,21,
55841,1,55934,1873284,55933,0,55943,34,
55943,1,56035,1873344,56034,0,56041,26,
56041,1,56136,1873404,56135,0,56144,27,
56144,1,56236,1873404,56235,0,56248,20,
56248,1,56336,1873104,56335,0,56343,27,
