App,Package,Start Time,Duration,Filename
"System",,"May 31, 2018 @ 03:45:16 PM","1 min 41 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
27279,1,27372,1751036,27370,0,27380,8,
27380,1,27474,1751096,27471,0,27484,4,
27484,1,27573,1751156,27571,0,27580,7,
27581,1,27673,1751156,27672,0,27681,5,
27681,1,27773,1751208,27772,0,27780,6,
27781,1,27874,1751252,27873,0,27882,6,
27883,1,27974,1750812,27973,0,27979,14,
27980,1,28075,1750872,28074,0,28082,10,
28082,1,28176,1750872,28175,0,28188,5,
28188,1,28279,1750932,28278,0,28288,3,
28289,1,28378,1750984,28377,0,28386,9,
28386,1,28478,1751108,28477,0,28483,14,
28483,1,28580,1751160,28578,0,28587,9,
28588,1,28680,1751212,28679,0,28691,3,
28693,1,28781,1751068,28780,0,28785,11,
28785,1,28881,1751128,28880,0,28889,5,
28889,1,28982,1751128,28981,0,28995,4,
28995,1,29084,1751128,29082,0,29092,4,
29092,1,29184,1751128,29183,0,29189,8,
29189,1,29285,1751188,29284,0,29293,4,
29294,1,29387,1751240,29385,0,29396,4,
29396,1,29486,1750948,29485,0,29491,10,
29491,1,29588,1751000,29586,0,29595,4,
29595,1,29689,1751000,29687,0,29696,3,
29697,1,29790,1751060,29789,0,29797,5,
29797,1,29890,1751132,29889,0,29906,4,
29906,1,29991,1751112,29990,0,29998,7,
29999,1,30091,1751180,30090,0,30098,6,
30099,1,30191,1751232,30190,0,30201,6,
30201,1,30292,1751136,30291,0,30299,6,
30299,1,30393,1751136,30392,0,30400,6,
30400,1,30494,1751196,30493,0,30500,4,
30501,1,30594,1751256,30593,0,30601,6,
30601,1,30695,1751316,30694,0,30711,4,
30712,1,30797,1751316,30796,0,30804,6,
30804,1,30897,1751368,30896,0,30906,6,
30906,1,30997,1751048,30996,0,31002,13,
31002,1,31098,1751048,31097,0,31105,5,
31105,1,31200,1751048,31198,0,31206,6,
31206,1,31300,1751100,31299,0,31307,5,
31307,1,31400,1751160,31399,0,31410,3,
31411,1,31501,1751160,31500,0,31510,6,
31510,1,31602,1751220,31601,0,31611,6,
31612,1,31703,1751272,31702,0,31717,4,
31717,1,31805,1751180,31803,0,31814,12,
31814,1,31904,1751208,31903,0,31913,4,
31913,1,32005,1751212,32004,0,32014,4,
32014,1,32106,1750744,32105,0,32115,6,
32115,1,32207,1750852,32206,0,32221,5,
32222,1,32307,1751020,32306,0,32316,4,
32317,1,32409,1751184,32407,0,32418,8,
32419,1,32510,1750932,32508,0,32524,11,
32525,1,32611,1750988,32610,0,32617,17,
32618,1,32713,1750988,32711,0,32718,5,
32718,1,32813,1751048,32812,0,32819,7,
32819,1,32914,1751096,32913,0,32921,4,
32921,1,33015,1751096,33014,0,33022,5,
33023,1,33115,1751120,33114,0,33127,6,
33127,1,33216,1751408,33215,0,33222,24,
33223,1,33316,1752000,33315,0,33321,33,
33321,1,33416,1752240,33416,0,33421,27,
33421,1,33517,1752648,33516,0,33522,27,
33523,1,33618,1752768,33617,0,33623,32,
33623,1,33719,1752936,33717,0,33723,29,
33724,1,33819,1753156,33818,0,33823,29,
33824,1,33919,1753536,33918,0,33925,27,
33925,1,34019,1753124,34018,0,34024,30,
34024,1,34119,1753356,34118,0,34124,27,
34125,1,34220,1753760,34219,0,34225,30,
34225,1,34320,1754752,34319,0,34325,28,
34325,1,34420,1756436,34419,0,34430,31,
34434,1,34526,1752888,34520,0,34544,86,
34544,1,34626,1754364,34625,0,34638,92,
34638,1,34726,1755148,34724,0,34734,57,
34734,1,34826,1759608,34825,0,34833,50,
34833,1,34927,1760788,34925,0,34932,43,
34933,1,35027,1760644,35026,0,35035,49,
35036,1,35127,1765180,35126,0,35134,81,
35134,1,35227,1765940,35226,0,35231,42,
35232,1,35327,1767180,35326,0,35332,30,
35332,1,35428,1767428,35427,0,35433,27,
35433,1,35532,1768048,35528,0,35539,34,
35539,1,35628,1768996,35627,0,35641,64,
35641,1,35729,1769044,35728,0,35735,54,
35735,1,35829,1769140,35828,0,35836,27,
35837,1,35930,1769556,35929,0,35936,54,
35936,1,36030,1772176,36029,0,36037,46,
36037,1,36130,1772300,36129,0,36142,9,
36143,1,36232,1772300,36231,0,36237,7,
36238,1,36332,1772300,36331,0,36336,4,
36337,1,36432,1772548,36432,0,36437,2,
36437,1,36532,1772548,36531,0,36537,5,
36537,1,36633,1772672,36632,0,36637,9,
36637,1,36733,1772300,36732,0,36739,10,
36739,1,36833,1772300,36832,0,36838,5,
36838,1,36934,1772272,36933,0,36939,2,
36940,1,37034,1771968,37033,0,37039,6,
37039,1,37134,1772092,37134,0,37139,2,
37139,1,37235,1772092,37234,0,37239,2,
37240,1,37335,1772092,37334,0,37340,2,
37340,1,37437,1772216,37435,0,37448,2,
37449,1,37535,1771904,37534,0,37544,4,
37544,1,37637,1772012,37635,0,37646,4,
37646,1,37736,1772020,37735,0,37741,6,
37741,1,37837,1772060,37836,0,37845,6,
37845,1,37937,1772052,37936,0,37945,0,
37946,1,38038,1772096,38036,0,38045,6,
38046,1,38138,1772156,38137,0,38146,4,
