App,Package,Start Time,Duration,Filename
"System",,"Mar 16, 2018 @ 05:23:54 PM","3 min 58 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
32697,1,32992,1791840,32991,0,32999,2,
32797,1,33092,1791960,33091,0,33103,1,
32898,1,33193,1792124,33192,0,33202,6,
32999,1,33293,1792176,33292,0,33298,7,
33103,1,33394,1792172,33393,0,33401,4,
33202,1,33495,1791920,33494,0,33501,4,
33299,1,33596,1791500,33594,0,33601,2,
33401,1,33697,1791560,33696,0,33703,2,
33502,1,33798,1791560,33797,0,33805,3,
33602,1,33848,1791612,33847,0,33855,3,
33704,1,33948,1791664,33947,0,33959,6,
33805,1,34050,1791252,34047,0,34055,13,
33856,1,34149,1791304,34148,0,34156,0,
33959,1,34249,1791356,34248,0,34256,2,
34055,1,34351,1791352,34349,0,34361,3,
34157,1,34451,1791328,34450,0,34458,4,
34256,1,34552,1791388,34551,0,34559,6,
34361,1,34653,1791448,34652,0,34660,1,
34459,1,34754,1791500,34753,0,34767,3,
34560,1,34854,1791788,34853,0,34859,27,
34661,1,34955,1792072,34954,0,34959,25,
34767,1,35056,1792128,35055,0,35063,1,
34859,1,35157,1792128,35156,0,35167,3,
34959,1,35258,1792188,35257,0,35265,1,
35063,1,35359,1792428,35357,0,35365,14,
35167,1,35458,1792976,35458,0,35464,26,
35265,1,35561,1792472,35560,0,35572,52,
35366,1,35661,1792864,35660,0,35668,58,
35465,1,35761,1792904,35760,0,35766,50,
35572,1,35861,1793288,35861,0,35868,38,
35668,1,35962,1794316,35961,0,35968,42,
35767,1,36062,1794292,36061,0,36067,45,
35868,1,36163,1794532,36162,0,36168,48,
35968,1,36263,1794448,36262,0,36271,47,
36068,1,36364,1799228,36363,0,36378,67,
36168,1,36464,1801316,36463,0,36473,61,
36271,1,36565,1806264,36563,0,36575,51,
36378,1,36665,1810804,36664,0,36673,49,
36473,1,36765,1811428,36764,0,36771,36,
36575,1,36865,1811428,36864,0,36872,25,
36674,1,36966,1811520,36965,0,36974,36,
36771,1,37066,1811572,37065,0,37073,31,
36872,1,37167,1811624,37166,0,37175,20,
36974,1,37267,1811364,37266,0,37274,40,
37073,1,37367,1811320,37366,0,37375,31,
37175,1,37467,1811456,37466,0,37478,47,
37274,1,37567,1810216,37567,0,37574,43,
37375,1,37668,1816904,37667,0,37675,34,
37479,1,37769,1818280,37767,0,37778,43,
37574,1,37868,1819792,37867,0,37876,27,
37675,1,37969,1819916,37968,0,37978,25,
37779,1,38069,1819760,38068,0,38081,32,
37877,1,38169,1819812,38169,0,38177,17,
37978,1,38271,1819188,38269,0,38283,29,
38081,1,38370,1819592,38369,0,38383,75,
38177,1,38472,1819660,38471,0,38481,44,
38283,1,38571,1820948,38570,0,38581,31,
38384,1,38673,1824428,38672,0,38681,42,
38481,1,38774,1830736,38773,0,38782,33,
38581,1,38875,1830300,38873,0,38881,45,
38681,1,38976,1830672,38975,0,38986,32,
38782,1,39076,1830672,39074,0,39086,34,
38882,1,39176,1830796,39175,0,39185,39,
38986,1,39277,1830824,39275,0,39292,31,
39087,1,39379,1830880,39377,0,39394,37,
39185,1,39478,1830880,39477,0,39488,19,
39292,1,39577,1833808,39576,0,39585,37,
39394,1,39678,1834396,39677,0,39685,39,
39488,1,39778,1837680,39777,0,39786,23,
39585,1,39879,1838012,39878,0,39890,29,
39685,1,39981,1838012,39980,0,39992,39,
39786,1,40082,1838012,40080,0,40093,39,
39891,1,40185,1838136,40184,0,40198,37,
39992,1,40285,1838104,40284,0,40295,26,
40093,1,40386,1838072,40385,0,40399,24,
40199,1,40486,1838468,40485,0,40498,35,
40296,1,40586,1840228,40585,0,40594,45,
40399,1,40688,1844520,40686,0,40694,30,
40498,1,40787,1840516,40786,0,40798,37,
40595,1,40888,1841264,40887,0,40896,39,
40695,1,40988,1841128,40987,0,41000,43,
40799,1,41091,1841128,41090,0,41100,38,
40897,1,41192,1841128,41191,0,41201,36,
41001,1,41293,1841224,41291,0,41300,34,
41100,1,41394,1841224,41392,0,41411,31,
41201,1,41493,1845044,41492,0,41502,40,
41300,1,41593,1848044,41592,0,41599,37,
41411,1,41694,1848044,41693,0,41702,23,
41502,1,41795,1848044,41794,0,41803,19,
41599,1,41896,1848168,41894,0,41906,30,
41702,1,41996,1848168,41994,0,42001,30,
41803,1,42096,1848292,42094,0,42101,35,
41906,1,42196,1848168,42195,0,42206,34,
42001,1,42297,1848120,42296,0,42308,27,
42101,1,42397,1849440,42396,0,42407,37,
42206,1,42499,1852740,42497,0,42510,45,
42308,1,42599,1855136,42598,0,42606,39,
42407,1,42710,1854928,42700,0,42720,33,
42511,1,42800,1854824,42799,0,42812,34,
42606,1,42902,1855004,42900,0,42922,41,
42720,1,43003,1855004,43001,0,43012,26,
42812,1,43103,1855004,43102,0,43111,3,
42923,1,43204,1855056,43203,0,43210,4,
43013,1,43305,1855168,43304,0,43311,3,
43112,1,43405,1855124,43404,0,43413,3,
43210,1,43507,1855124,43505,0,43517,4,
43311,1,43607,1855184,43606,0,43616,3,
43413,1,43710,1854728,43707,0,43715,13,
43518,1,43809,1853940,43808,0,43817,1,
43616,1,43909,1854104,43908,0,43917,4,
43715,1,44010,1854784,44009,0,44015,22,
